SubDistrictId,SubDistrictNameTH,SubDistrictNameEN,SubDistrictCamelCase,ZipCode,DistrictId,DistrictNameTH,DistrictNameEN,DistrictNameCamelCase,ProvinceId,ProvinceNameTH,ProvinceNameEN,ProvinceCamelCase
300105,มะเริง,Maroeng,Maroeng,30000,3001,เมืองนครราชสีมา,Mueang Nakhon Ratchasima,MueangNakhonRatchasima,30,นครราชสีมา,Nakhon Ratchasima,NakhonRatchasima
140310,คลองสะแก,Khlong Sakae,KhlongSakae,13260,1403,นครหลวง,Nakhon Luang,NakhonLuang,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,PhraNakhonSiAyutthaya
540404,ดอนมูล,Don Mun,DonMun,54130,5404,สูงเม่น,Sung Men,SungMen,54,แพร่,Phrae,Phrae
140113,หันตรา,Han Tra,HanTra,13000,1401,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,PhraNakhonSiAyutthaya,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,PhraNakhonSiAyutthaya
140308,แม่ลา,Mae La,MaeLa,13260,1403,นครหลวง,Nakhon Luang,NakhonLuang,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,PhraNakhonSiAyutthaya
640704,วังพิณพาทย์,Wang Phin Phat,WangPhinPhat,64110,6407,สวรรคโลก,Sawankhalok,Sawankhalok,64,สุโขทัย,Sukhothai,Sukhothai
140115,บ้านใหม่,Ban Mai,BanMai,13240,1401,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,PhraNakhonSiAyutthaya,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,PhraNakhonSiAyutthaya
730606,สามพราน,Sam Phran,SamPhran,73110,7306,สามพราน,Sam Phran,SamPhran,73,นครปฐม,Nakhon Pathom,NakhonPathom
501905,ขัวมุง,Khua Mung,KhuaMung,50140,5019,สารภี,Saraphi,Saraphi,50,เชียงใหม่,Chiang Mai,ChiangMai
800101,ในเมือง,Nai Mueang,NaiMueang,80000,8001,เมืองนครศรีธรรมราช,Mueang Nakhon Si Thammarat,MueangNakhonSiThammarat,80,นครศรีธรรมราช,Nakhon Si Thammarat,NakhonSiThammarat
730112,วังตะกู,Wang Taku,WangTaku,73000,7301,เมืองนครปฐม,mueang Nakhon Pathom,MueangNakhonPathom,73,นครปฐม,Nakhon Pathom,NakhonPathom
140503,ไทรน้อย,Sai Noi,SaiNoi,13250,1405,บางบาล,Bang Ban,BangBan,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,PhraNakhonSiAyutthaya
760116,โพพระ,Pho Phra,PhoPhra,76000,7601,เมืองเพชรบุรี,Mueang Phetchaburi,MueangPhetchaburi,76,เพชรบุรี,Phetchaburi,Phetchaburi
501505,ขุนคง,Khun Khong,KhunKhong,50230,5015,หางดง,Hang Dong,HangDong,50,เชียงใหม่,Chiang Mai,ChiangMai
141204,สามกอ,Sam Ko,SamKo,13110,1412,เสนา,Sena,Sena,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,PhraNakhonSiAyutthaya
730304,ท่าตำหนัก,Tha Tamnak,ThaTamnak,73120,7303,นครชัยศรี,Nakhon Chai Si,NakhonChaiSi,73,นครปฐม,Nakhon Pathom,NakhonPathom
150103,ศาลาแดง,Sala Daeng,SalaDaeng,14000,1501,เมืองอ่างทอง,Mueang Ang Thong,MueangAngThong,15,อ่างทอง,Ang Thong,AngThong
480506,แสนพัน,Saen Phan,SaenPhan,48110,4805,ธาตุพนม,That Phanom,ThatPhanom,48,นครพนม,Nakhon Phanom,NakhonPhanom
140514,บางหัก,Bang Hak,BangHak,13250,1405,บางบาล,Bang Ban,BangBan,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,PhraNakhonSiAyutthaya
480101,ในเมือง,Nai Mueang,NaiMueang,48000,4801,เมืองนครพนม,Mueang Nakhon Phanom,MueangNakhonPhanom,48,นครพนม,Nakhon Phanom,NakhonPhanom
500508,สำราญราษฎร์,Samran Rat,SamranRat,50220,5005,ดอยสะเก็ด,Doi Saket,DoiSaket,50,เชียงใหม่,Chiang Mai,ChiangMai
300123,พะเนา,Phanao,Phanao,30000,3001,เมืองนครราชสีมา,Mueang Nakhon Ratchasima,MueangNakhonRatchasima,30,นครราชสีมา,Nakhon Ratchasima,NakhonRatchasima
150412,ทางพระ,Thang Phra,ThangPhra,14120,1504,โพธิ์ทอง,Pho Thong,PhoThong,15,อ่างทอง,Ang Thong,AngThong
750101,แม่กลอง,Mae Klong,MaeKlong,75000,7501,เมืองสมุทรสงคราม,Mueang Samut Songkhram,MueangSamutSongkhram,75,สมุทรสงคราม,Samut Songkhram,SamutSongkhram
191008,พระยาทด,Phraya Thot,PhrayaThot,18160,1910,เสาไห้,Sao Hai,SaoHai,19,สระบุรี,Saraburi,Saraburi
220302,ยายร้า,Yai Ra,YaiRa,22120,2203,ท่าใหม่,Tha Mai,ThaMai,22,จันทบุรี,Chanthaburi,Chanthaburi
940303,ดอนรัก,Don Rak,DonRak,94170,9403,หนองจิก,Nong Chik,NongChik,94,ปัตตานี,Pattani,Pattani
130101,บางปรอก,Bang Prok,BangProk,12000,1301,เมืองปทุมธานี,Mueang Pathum Thani,MueangPathumThani,13,ปทุมธานี,Pathum Thani,PathumThani
700702,ดอนกระเบื้อง,Don Krabueang,DonKrabueang,,7007,โพธาราม,Photharam,Photharam,70,ราชบุรี,Ratchaburi,Ratchaburi
900209,วัดจันทร์,Wat Chan,WatChan,90190,9002,สทิงพระ,Sathing Phra,SathingPhra,90,สงขลา,Songkhla,Songkhla
500604,ช่อแล,Cho Lae,ChoLae,50150,5006,แม่แตง,Mae Taeng,MaeTaeng,50,เชียงใหม่,Chiang Mai,ChiangMai
760121,โพไร่หวาน,Pho Rai Wan,PhoRaiWan,76000,7601,เมืองเพชรบุรี,Mueang Phetchaburi,MueangPhetchaburi,76,เพชรบุรี,Phetchaburi,Phetchaburi
700117,หลุมดิน,Lum Din,LumDin,70000,7001,เมืองราชบุรี,Mueang Ratchaburi,MueangRatchaburi,70,ราชบุรี,Ratchaburi,Ratchaburi
150603,ไผ่ดำพัฒนา,Phai Dam Patthana,PhaiDamPatthana,14110,1506,วิเศษชัยชาญ,Wiset Chai Chan,WisetChaiChan,15,อ่างทอง,Ang Thong,AngThong
760617,ถ้ำรงค์,Tham Rong,ThamRong,76150,7606,บ้านลาด,Ban Lat,BanLat,76,เพชรบุรี,Phetchaburi,Phetchaburi
110504,ปากคลองบางปลากด,Pak Khlong Bang Pla Kot,PakKhlongBangPlaKot,,1105,พระสมุทรเจดีย์,Phra Samut Chedi,PhraSamutChedi,11,สมุทรปราการ,Samut Prakarn,SamutPrakarn
950605,โกตาบารู,Kota Baru,KotaBaru,95140,9506,รามัน,Raman,Raman,95,ยะลา,Yala,Yala
750203,บางยี่รงค์,Bang Yi Rong,BangYiRong,75120,7502,บางคนที,Bang Khonthi,BangKhonthi,75,สมุทรสงคราม,Samut Songkhram,SamutSongkhram
140205,ศาลาลอย,Sala Loi,SalaLoi,13130,1402,ท่าเรือ,Tha Ruea,ThaRuea,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,PhraNakhonSiAyutthaya
501902,สารภี,Saraphi,Saraphi,50140,5019,สารภี,Saraphi,Saraphi,50,เชียงใหม่,Chiang Mai,ChiangMai
700410,สี่หมื่น,Si Muen,SiMuen,70130,7004,ดำเนินสะดวก,Damnoen Saduak,DamnoenSaduak,70,ราชบุรี,Ratchaburi,Ratchaburi
730104,ธรรมศาลา,Thammasala,Thammasala,73000,7301,เมืองนครปฐม,mueang Nakhon Pathom,MueangNakhonPathom,73,นครปฐม,Nakhon Pathom,NakhonPathom
900202,กระดังงา,Kradang Nga,KradangNga,90190,9002,สทิงพระ,Sathing Phra,SathingPhra,90,สงขลา,Songkhla,Songkhla
740208,ดอนไก่ดี,Don Kai Di,DonKaiDi,74110,7402,กระทุ่มแบน,Krathum Baen,KrathumBaen,74,สมุทรสาคร,Samut Sakhon,SamutSakhon
800901,เทศบาลเมืองทุ่งสง-ปากแพรก,Pak Phraek,PakPhraek,80110,8009,ทุ่งสง,Thung Song,ThungSong,80,นครศรีธรรมราช,Nakhon Si Thammarat,NakhonSiThammarat
730324,ไทยาวาส,Thaiyawat,Thaiyawat,73120,7303,นครชัยศรี,Nakhon Chai Si,NakhonChaiSi,73,นครปฐม,Nakhon Pathom,NakhonPathom
140307,บางพระครู,Bang Phrakhru,BangPhrakhru,13260,1403,นครหลวง,Nakhon Luang,NakhonLuang,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,PhraNakhonSiAyutthaya
740209,แคราย,Khae Rai,KhaeRai,74110,7402,กระทุ่มแบน,Krathum Baen,KrathumBaen,74,สมุทรสาคร,Samut Sakhon,SamutSakhon
170405,บ้านแป้ง,Ban Paeng,BanPaeng,16120,1704,พรหมบุรี,Phrom Buri,PhromBuri,17,สิงห์บุรี,Sing Buri,SingBuri
191009,ม่วงงาม,Muang Ngam,MuangNgam,18160,1910,เสาไห้,Sao Hai,SaoHai,19,สระบุรี,Saraburi,Saraburi
101401,สามเสนใน,,,,1014,เขต พญาไท,Phaya Thai,PhayaThai,10,กรุงเทพมหานคร,Bangkok,Bangkok
940512,สะกำ,Sakam,Sakam,94140,9405,มายอ,Mayo,Mayo,94,ปัตตานี,Pattani,Pattani
141511,ท่าตอ,Tha To,ThaTo,13150,1415,มหาราช,Maha Rat,MahaRat,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,PhraNakhonSiAyutthaya
140615,ตลิ่งชัน,Taling Chan,TalingChan,13160,1406,บางปะอิน,Bang Pa-in,BangPaIn,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,PhraNakhonSiAyutthaya
941004,สะนอ,Sano,Sano,94160,9410,ยะรัง,Yarang,Yarang,94,ปัตตานี,Pattani,Pattani
150302,ป่าโมก,Pa Mok,PaMok,14130,1503,ป่าโมก,Pa Mok,PaMok,15,อ่างทอง,Ang Thong,AngThong
160804,ห้วยใหญ่,Huai Yai,HuaiYai,15240,1608,สระโบสถ์,Sa Bot,SaBot,16,ลพบุรี,Lop Buri,LopBuri
760709,ท่าแร้ง,Tha Raeng,ThaRaeng,76110,7607,บ้านแหลม,Ban Laem,BanLaem,76,เพชรบุรี,Phetchaburi,Phetchaburi
150202,ไชยภูมิ,Chaiyaphum,Chaiyaphum,14140,1502,ไชโย,Chaiyo,Chaiyo,15,อ่างทอง,Ang Thong,AngThong
140301,นครหลวง,Nakhon Luang,NakhonLuang,13260,1403,นครหลวง,Nakhon Luang,NakhonLuang,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,PhraNakhonSiAyutthaya
730119,ลำพยา,Lam Phaya,LamPhaya,73000,7301,เมืองนครปฐม,mueang Nakhon Pathom,MueangNakhonPathom,73,นครปฐม,Nakhon Pathom,NakhonPathom
191007,ท่าช้าง,Tha Chang,ThaChang,18160,1910,เสาไห้,Sao Hai,SaoHai,19,สระบุรี,Saraburi,Saraburi
141508,พิตเพียน,Phit Phian,PhitPhian,13150,1415,มหาราช,Maha Rat,MahaRat,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,PhraNakhonSiAyutthaya
130102,บ้านใหม่,Ban Mai,BanMai,12000,1301,เมืองปทุมธานี,Mueang Pathum Thani,MueangPathumThani,13,ปทุมธานี,Pathum Thani,PathumThani
120604,บางพูด,Bang Phut,BangPhut,11120,1206,ปากเกร็ด,Pak Kret,PakKret,12,นนทบุรี,Nonthaburi,Nonthaburi
610101,อุทัยใหม่,Uthai Mai,UthaiMai,61000,6101,เมืองอุทัยธานี,Mueang Uthai Thani,MueangUthaiThani,61,อุทัยธานี,Uthai Thani,UthaiThani
700515,ลาดบัวขาว,Lat Bua Khao,LatBuaKhao,70110,7005,บ้านโป่ง,Ban Pong,BanPong,70,ราชบุรี,Ratchaburi,Ratchaburi
940906,ตาแกะ,Ta Kae,TaKae,94150,9409,ยะหริ่ง,Yaring,Yaring,94,ปัตตานี,Pattani,Pattani
730616,อ้อมใหญ่,Om Yai,OmYai,73160,7306,สามพราน,Sam Phran,SamPhran,73,นครปฐม,Nakhon Pathom,NakhonPathom
760604,ตำหรุ,Tamru,Tamru,76150,7606,บ้านลาด,Ban Lat,BanLat,76,เพชรบุรี,Phetchaburi,Phetchaburi
140408,แคตก,Khae Tok,KhaeTok,13190,1404,บางไทร,Bang Sai,BangSai,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,PhraNakhonSiAyutthaya
501203,ท่าวังพร้าว,Tha Wang Phrao,ThaWangPhrao,50120,5012,สันป่าตอง,San Pa Tong,SanPaTong,50,เชียงใหม่,Chiang Mai,ChiangMai
170406,หัวป่า,Hua Pa,HuaPa,16120,1704,พรหมบุรี,Phrom Buri,PhromBuri,17,สิงห์บุรี,Sing Buri,SingBuri
130103,บ้านกลาง,Ban Klang,BanKlang,12000,1301,เมืองปทุมธานี,Mueang Pathum Thani,MueangPathumThani,13,ปทุมธานี,Pathum Thani,PathumThani
150205,ราชสถิตย์,Ratsathit,Ratsathit,14140,1502,ไชโย,Chaiyo,Chaiyo,15,อ่างทอง,Ang Thong,AngThong
730602,ทรงคนอง,Song Khanong,SongKhanong,73210,7306,สามพราน,Sam Phran,SamPhran,73,นครปฐม,Nakhon Pathom,NakhonPathom
900211,บ่อดาน,Bodan,Bodan,90190,9002,สทิงพระ,Sathing Phra,SathingPhra,90,สงขลา,Songkhla,Songkhla
490102,ศรีบุญเรือง,Si Bunrueang,SiBunrueang,49000,4901,เมืองมุกดาหาร,Mueang Mukdahan,MueangMukdahan,49,มุกดาหาร,Mukdahan,Mukdahan
941006,ปิตูมุดี,Pitu Mudi,PituMudi,94160,9410,ยะรัง,Yarang,Yarang,94,ปัตตานี,Pattani,Pattani
540120,กาญจนา,Kanchana,Kanchana,54000,5401,เมืองแพร่,Mueang Phrae,MueangPhrae,54,แพร่,Phrae,Phrae
140611,เกาะเกิด,Ko Koet,KoKoet,13160,1406,บางปะอิน,Bang Pa-in,BangPaIn,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,PhraNakhonSiAyutthaya
101903,ฉิมพลี,,,10170,1019,เขต ตลิ่งชัน,Taling Chan,TalingChan,10,กรุงเทพมหานคร,Bangkok,Bangkok
240511,บางซ่อน,Bang Son,BangSon,24140,2405,บ้านโพธิ์,Ban Pho,BanPho,24,ฉะเชิงเทรา,Chachoengsao,Chachoengsao
501411,เมืองเล็น,Mueang Len,MueangLen,50210,5014,สันทราย,San Sai,SanSai,50,เชียงใหม่,Chiang Mai,ChiangMai
130111,บางพูน,Bang Phun,BangPhun,12000,1301,เมืองปทุมธานี,Mueang Pathum Thani,MueangPathumThani,13,ปทุมธานี,Pathum Thani,PathumThani
740207,หนองนกไข่,Nong Nok Khai,NongNokKhai,74110,7402,กระทุ่มแบน,Krathum Baen,KrathumBaen,74,สมุทรสาคร,Samut Sakhon,SamutSakhon
270601,อรัญประเทศ,Aranya Prathet,AranyaPrathet,27120,2706,อรัญประเทศ,Aranyaprathet,Aranyaprathet,27,สระแก้ว,Sa kaeo,SaKaeo
104004,หลักสอง,,,,1040,เขต บางแค,Bang Khae,BangKhae,10,กรุงเทพมหานคร,Bangkok,Bangkok
940704,บางเก่า,Bang Kao,BangKao,94110,9407,สายบุรี,Sai Buri,SaiBuri,94,ปัตตานี,Pattani,Pattani
940402,ท่าข้าม,Tha Kham,ThaKham,94130,9404,ปะนาเระ,Panare,Panare,94,ปัตตานี,Pattani,Pattani
170402,พรหมบุรี,Phrom Buri,PhromBuri,16160,1704,พรหมบุรี,Phrom Buri,PhromBuri,17,สิงห์บุรี,Sing Buri,SingBuri
240204,บางสวน,Bang Suan,BangSuan,24110,2402,บางคล้า,Bang Khla,BangKhla,24,ฉะเชิงเทรา,Chachoengsao,Chachoengsao
170403,บางน้ำเชี่ยว,Bang Nam Chiao,BangNamChiao,16120,1704,พรหมบุรี,Phrom Buri,PhromBuri,17,สิงห์บุรี,Sing Buri,SingBuri
150203,ชัยฤทธิ์,Chaiyarit,Chaiyarit,14140,1502,ไชโย,Chaiyo,Chaiyo,15,อ่างทอง,Ang Thong,AngThong
760608,หนองกระเจ็ด,Nong Krachet,NongKrachet,76150,7606,บ้านลาด,Ban Lat,BanLat,76,เพชรบุรี,Phetchaburi,Phetchaburi
141202,บ้านแพน,Ban Phaen,BanPhaen,13110,1412,เสนา,Sena,Sena,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,PhraNakhonSiAyutthaya
760503,ยางหย่อง,Yang Yong,YangYong,76130,7605,ท่ายาง,Tha Yang,ThaYang,76,เพชรบุรี,Phetchaburi,Phetchaburi
150204,เทวราช,Thewarat,Thewarat,14140,1502,ไชโย,Chaiyo,Chaiyo,15,อ่างทอง,Ang Thong,AngThong
190503,หนองหัวโพ,Nong Hua Pho,NongHuaPho,18170,1905,หนองแซง,Nong Saeng,NongSaeng,19,สระบุรี,Saraburi,Saraburi
160506,โคกสลุด,Khok Salut,KhokSalut,15150,1605,ท่าวุ้ง,Tha Wung,ThaWung,16,ลพบุรี,Lop Buri,LopBuri
730307,ขุนแก้ว,Khun Kaeo,KhunKaeo,73120,7303,นครชัยศรี,Nakhon Chai Si,NakhonChaiSi,73,นครปฐม,Nakhon Pathom,NakhonPathom
720103,ทับตีเหล็ก,Thap Ti Lek,ThapTiLek,72000,7201,เมืองสุพรรณบุรี,Mueang Saphan Buri,MueangSaphanBuri,72,สุพรรณบุรี,Suphan Buri,SuphanBuri
140508,พระขาว,Phra Khao,PhraKhao,13250,1405,บางบาล,Bang Ban,BangBan,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,PhraNakhonSiAyutthaya
760107,หนองโสน,Nong Sano,NongSano,76000,7601,เมืองเพชรบุรี,Mueang Phetchaburi,MueangPhetchaburi,76,เพชรบุรี,Phetchaburi,Phetchaburi
141208,บ้านโพธิ์,Ban Pho,BanPho,13110,1412,เสนา,Sena,Sena,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,PhraNakhonSiAyutthaya
950611,บาโงย,Ba-Ngoi,BaNgoi,95140,9506,รามัน,Raman,Raman,95,ยะลา,Yala,Yala
140422,เชียงรากน้อย,Chiang Rak Noi,ChiangRakNoi,13180,1404,บางไทร,Bang Sai,BangSai,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,PhraNakhonSiAyutthaya
150111,โพสะ,Pho Sa,PhoSa,14000,1501,เมืองอ่างทอง,Mueang Ang Thong,MueangAngThong,15,อ่างทอง,Ang Thong,AngThong
730615,บ้านใหม่,Ban Mai,BanMai,73110,7306,สามพราน,Sam Phran,SamPhran,73,นครปฐม,Nakhon Pathom,NakhonPathom
410101,หมากแข้ง,Mak Khaeng,MakKhaeng,41000,4101,เมืองอุดรธานี,Mueang Udon Thani,MueangUdonThani,41,อุดรธานี,Udon Thani,UdonThani
610109,โนนเหล็ก,Non Lek,NonLek,61000,6101,เมืองอุทัยธานี,Mueang Uthai Thani,MueangUthaiThani,61,อุทัยธานี,Uthai Thani,UthaiThani
800604,บ้านกลาง,Ban Klang,BanKlang,80190,8006,เชียรใหญ่,Chian Yai,ChianYai,80,นครศรีธรรมราช,Nakhon Si Thammarat,NakhonSiThammarat
240514,ลาดขวาง,Lat Khwang,LatKhwang,24140,2405,บ้านโพธิ์,Ban Pho,BanPho,24,ฉะเชิงเทรา,Chachoengsao,Chachoengsao
190313,หนองจิก,Nong Chik,NongChik,18230,1903,หนองแค,Nong Khae,NongKhae,19,สระบุรี,Saraburi,Saraburi
610506,ท่าโพ,Tha Pho,ThaPho,61130,6105,หนองขาหย่าง,Nong Khayang,NongKhayang,61,อุทัยธานี,Uthai Thani,UthaiThani
810116,อ่าวนาง,Ao Nang,AoNang,81000,8101,เมืองกระบี่,Mueang Krabi,MueangKrabi,81,กระบี่,Krabi,Krabi
501906,หนองแฝก,Nong Faek,NongFaek,50140,5019,สารภี,Saraphi,Saraphi,50,เชียงใหม่,Chiang Mai,ChiangMai
520501,หลวงเหนือ,Luang Nuea,LuangNuea,52110,5205,งาว,Ngao,Ngao,52,ลำปาง,Lampang,Lampang
191010,เริงราง,Roeng Rang,RoengRang,18160,1910,เสาไห้,Sao Hai,SaoHai,19,สระบุรี,Saraburi,Saraburi
120304,เสาธงหิน,Sao Thong Hin,SaoThongHin,11140,1203,บางใหญ่,Bang Yai,BangYai,12,นนทบุรี,Nonthaburi,Nonthaburi
660404,ไทรโรงโขน,Sai Rong Khon,SaiRongKhon,66110,6604,ตะพานหิน,Taphan Hin,TaphanHin,66,พิจิตร,Phichit,Phichit
150308,โผงเผง,Phong Pheng,PhongPheng,14130,1503,ป่าโมก,Pa Mok,PaMok,15,อ่างทอง,Ang Thong,AngThong
481202,ยอดชาด,Khok Si,KhokSi,,4812,วังยาง,Wang Yang,WangYang,48,นครพนม,Nakhon Phanom,NakhonPhanom
101905,บางระมาด,,,10170,1019,เขต ตลิ่งชัน,Taling Chan,TalingChan,10,กรุงเทพมหานคร,Bangkok,Bangkok
660408,คลองคูณ,Khlong Khun,KhlongKhun,66110,6604,ตะพานหิน,Taphan Hin,TaphanHin,66,พิจิตร,Phichit,Phichit
940404,ดอน,Don,Don,94190,9404,ปะนาเระ,Panare,Panare,94,ปัตตานี,Pattani,Pattani
900210,บ่อแดง,Bodaeng,Bodaeng,90190,9002,สทิงพระ,Sathing Phra,SathingPhra,90,สงขลา,Songkhla,Songkhla
860410,พ้อแดง,Pho Daeng,PhoDaeng,86110,8604,หลังสวน,Lang Suan,LangSuan,86,ชุมพร,Chumphon,Chumphon
104604,ทรายกองดิน,,,,1046,เขต คลองสามวา,Khlong Sam Wa,KhlongSamWa,10,กรุงเทพมหานคร,Bangkok,Bangkok
190701,ดอนพุด,Don Phut,DonPhut,,1907,ดอนพุด,Don Phut,DonPhut,19,สระบุรี,Saraburi,Saraburi
141210,บ้านกระทุ่ม,Ban Krathum,BanKrathum,13110,1412,เสนา,Sena,Sena,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,PhraNakhonSiAyutthaya
140603,บ้านโพ,Ban Pho,BanPho,13160,1406,บางปะอิน,Bang Pa-in,BangPaIn,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,PhraNakhonSiAyutthaya
160511,มุจลินท์,Mutchalin,Mutchalin,15150,1605,ท่าวุ้ง,Tha Wung,ThaWung,16,ลพบุรี,Lop Buri,LopBuri
510602,ป่าซาง,Pa Sang,PaSang,51120,5106,ป่าซาง,Pa Sang,PaSang,51,ลำพูน,Lamphun,Lamphun
300124,หนองกระทุ่ม,Nong Krathum,NongKrathum,30000,3001,เมืองนครราชสีมา,Mueang Nakhon Ratchasima,MueangNakhonRatchasima,30,นครราชสีมา,Nakhon Ratchasima,NakhonRatchasima
110115,เทพารักษ์,,,10270,1101,เมืองสมุทรปราการ,Mueang Samut Prakan,MueangSamutPrakan,11,สมุทรปราการ,Samut Prakarn,SamutPrakarn
760505,มาบปลาเค้า,Map Pla Khao,MapPlaKhao,76130,7605,ท่ายาง,Tha Yang,ThaYang,76,เพชรบุรี,Phetchaburi,Phetchaburi
140116,บ้านเกาะ,Ban Ko,BanKo,13190,1401,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,PhraNakhonSiAyutthaya,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,PhraNakhonSiAyutthaya
610106,เกาะเทโพ,Ko Thepho,KoThepho,61000,6101,เมืองอุทัยธานี,Mueang Uthai Thani,MueangUthaiThani,61,อุทัยธานี,Uthai Thani,UthaiThani
141216,บ้านหลวง,Ban Luang,BanLuang,13110,1412,เสนา,Sena,Sena,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,PhraNakhonSiAyutthaya
410407,ห้วยเกิ้ง,Huai Koeng,HuaiKoeng,41110,4104,กุมภวาปี,Kumphawapi,Kumphawapi,41,อุดรธานี,Udon Thani,UdonThani
170104,ม่วงหมู่,Muang Mu,MuangMu,16000,1701,เมืองสิงห์บุรี,Mueang Sing Buri,MueangSingBuri,17,สิงห์บุรี,Sing Buri,SingBuri
140419,ราชคราม,Ratchakhram,Ratchakhram,13290,1404,บางไทร,Bang Sai,BangSai,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,PhraNakhonSiAyutthaya
190501,หนองแซง,Nong Saeng,NongSaeng,18170,1905,หนองแซง,Nong Saeng,NongSaeng,19,สระบุรี,Saraburi,Saraburi
240405,บางผึ้ง,Bang Phueng,BangPhueng,24130,2404,บางปะกง,Bang Pakong,BangPakong,24,ฉะเชิงเทรา,Chachoengsao,Chachoengsao
150401,อ่างแก้ว,Ang Kaeo,AngKaeo,14120,1504,โพธิ์ทอง,Pho Thong,PhoThong,15,อ่างทอง,Ang Thong,AngThong
190505,หนองกบ,Nong Kop,NongKop,18170,1905,หนองแซง,Nong Saeng,NongSaeng,19,สระบุรี,Saraburi,Saraburi
700109,โคกหม้อ,Khok Mo,KhokMo,70000,7001,เมืองราชบุรี,Mueang Ratchaburi,MueangRatchaburi,70,ราชบุรี,Ratchaburi,Ratchaburi
330508,ตาอุด,Ta Ut,TaUt,33140,3305,ขุขันธ์,Khukhan,Khukhan,33,ศรีสะเกษ,Si Sa Ket,SiSaKet
301419,เกษมทรัพย์,Kasem Sap,KasemSap,30150,3014,ปักธงชัย,Pak Thong Chai,PakThongChai,30,นครราชสีมา,Nakhon Ratchasima,NakhonRatchasima
141402,บ้านช้าง,Ban Chang,BanChang,13210,1414,อุทัย,Uthai,Uthai,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,PhraNakhonSiAyutthaya
170502,โพประจักษ์,Pho Prachak,PhoPrachak,16140,1705,ท่าช้าง,Tha Chang,ThaChang,17,สิงห์บุรี,Sing Buri,SingBuri
220305,พลอยแหวน,Phloi Waen,PhloiWaen,22120,2203,ท่าใหม่,Tha Mai,ThaMai,22,จันทบุรี,Chanthaburi,Chanthaburi
140703,บางเดื่อ,Bang Duea,BangDuea,13220,1407,บางปะหัน,Bang Pahan,BangPahan,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,PhraNakhonSiAyutthaya
730605,บางเตย,Bang Toei,BangToei,73210,7306,สามพราน,Sam Phran,SamPhran,73,นครปฐม,Nakhon Pathom,NakhonPathom
730315,สัมปทวน,Sampathuan,Sampathuan,73120,7303,นครชัยศรี,Nakhon Chai Si,NakhonChaiSi,73,นครปฐม,Nakhon Pathom,NakhonPathom
220303,สีพยา,Si Phaya,SiPhaya,22120,2203,ท่าใหม่,Tha Mai,ThaMai,22,จันทบุรี,Chanthaburi,Chanthaburi
501204,มะขามหลวง,Makham Luang,MakhamLuang,50120,5012,สันป่าตอง,San Pa Tong,SanPaTong,50,เชียงใหม่,Chiang Mai,ChiangMai
660101,ในเมือง,Nai Mueang,NaiMueang,66000,6601,เมืองพิจิตร,Mueang Phichit,MueangPhichit,66,พิจิตร,Phichit,Phichit
760108,ไร่ส้ม,Rai Som,RaiSom,76000,7601,เมืองเพชรบุรี,Mueang Phetchaburi,MueangPhetchaburi,76,เพชรบุรี,Phetchaburi,Phetchaburi
140309,หนองปลิง,Nong Pling,NongPling,13260,1403,นครหลวง,Nakhon Luang,NakhonLuang,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,PhraNakhonSiAyutthaya
940204,ป่าบอน,Pa Bon,PaBon,94120,9402,โคกโพธิ์,Khok Pho,KhokPho,94,ปัตตานี,Pattani,Pattani
